order_id,supplier_id,material_id,quantity,delivered_qty,accepted_qty,rejected_qty,order_date,expected_delivery,actual_delivery,delay_days,delayed,partial_delivery,quality_issue,backup_used,jit_triggered,unit_price,transport_cost,storage_cost,total_cost,weather_risk,month,season
O0523,S3,M7,586,586,586,0,2025-05-31,2025-06-09,2025-06-09,0,0,0,0,0,0,81.14,2160.0,0.0,49707.68,0.1,5,Normal
O0524,S9,M6,697,697,697,0,2025-01-15,2025-01-25,2025-01-25,0,0,0,0,0,0,82.37,2090.0,0.0,59504.77,0.1,1,Normal
O0525,S7,M5,1242,638,638,0,2025-01-03,2025-01-17,2025-01-17,0,0,1,0,0,0,68.52,2700.0,0.0,46414.09,0.1,1,Normal
O0526,S3,M5,680,563,563,0,2024-01-07,2024-01-16,2024-01-22,6,1,1,0,1,0,76.25,2160.0,36.0,45126.14,0.1,1,Normal
O0527,S9,M3,229,229,229,0,2024-04-06,2024-04-15,2024-04-20,5,1,0,0,0,1,79.81,2090.0,27.5,20394.12,0.05,4,Normal
O0528,S5,M2,593,593,593,0,2025-08-07,2025-08-13,2025-08-13,0,0,0,0,0,0,87.06,1320.0,0.0,52944.28,0.35,8,Normal
O0529,S10,M2,788,788,788,0,2025-09-01,2025-09-06,2025-09-06,0,0,0,0,0,0,88.87,1610.0,0.0,71639.62,0.25,9,Normal
O0530,S6,M6,742,742,742,0,2025-03-20,2025-03-22,2025-03-22,0,0,0,0,0,0,88.9,420.0,0.0,66383.99,0.05,3,Normal
O0531,S1,M7,450,450,450,0,2024-02-25,2024-02-29,2024-02-29,0,0,0,0,0,0,96.88,800.0,0.0,44395.46,0.1,2,Normal
O0532,S3,M1,862,862,862,0,2025-11-20,2025-12-01,2025-12-01,0,0,0,0,0,0,74.8,2160.0,0.0,66639.88,0.1,11,Peak
O0533,S7,M5,518,518,518,0,2025-02-07,2025-02-20,2025-03-02,10,1,0,0,1,0,70.29,2700.0,35.0,39145.44,0.1,2,Normal
O0534,S7,M7,595,595,595,0,2025-12-15,2025-12-27,2025-12-27,0,0,0,0,0,0,72.51,2700.0,0.0,45845.58,0.1,12,Peak
O0535,S9,M4,525,525,525,0,2024-09-05,2024-09-15,2024-09-15,0,0,0,0,0,0,83.41,2090.0,0.0,45879.37,0.25,9,Normal
O0536,S7,M6,838,521,521,0,2024-12-22,2025-01-04,2025-01-04,0,0,1,0,0,0,72.84,2700.0,0.0,40647.97,0.1,12,Peak
O0537,S8,M3,220,220,220,0,2025-03-27,2025-04-03,2025-04-03,0,0,0,0,0,1,101.46,1890.0,0.0,24210.56,0.05,3,Normal
O0538,S2,M1,833,833,705,128,2024-09-05,2024-09-09,2024-09-09,0,0,0,1,0,0,81.7,500.0,0.0,58095.58,0.25,9,Normal
O0539,S8,M8,424,424,424,0,2024-01-24,2024-01-31,2024-01-31,0,0,0,0,0,0,97.83,1890.0,0.0,43371.47,0.1,1,Normal
O0540,S3,M1,460,460,460,0,2025-01-20,2025-01-28,2025-01-28,0,0,0,0,0,0,79.53,2160.0,0.0,38745.14,0.1,1,Normal
O0541,S5,M1,548,548,548,0,2025-04-21,2025-04-26,2025-05-01,5,1,0,0,0,0,88.74,1320.0,25.0,49975.6,0.05,4,Normal
O0542,S2,M1,888,888,888,0,2024-10-26,2024-11-01,2024-11-08,7,1,0,0,1,0,88.43,500.0,28.0,79056.43,0.15,10,Peak
O0543,S8,M2,419,419,419,0,2024-07-09,2024-07-18,2024-07-18,0,0,0,0,0,0,102.14,1890.0,0.0,44685.93,0.4,7,Normal
O0544,S5,M6,804,804,804,0,2025-05-16,2025-05-22,2025-05-28,6,1,0,0,1,0,94.46,1320.0,30.0,77299.02,0.1,5,Normal
O0545,S9,M5,1013,1013,879,134,2024-03-04,2024-03-14,2024-03-14,0,0,0,1,0,0,80.2,2090.0,0.0,72583.68,0.05,3,Normal
O0546,S3,M6,832,832,832,0,2025-02-06,2025-02-14,2025-02-14,0,0,0,0,0,0,80.91,2160.0,0.0,69474.68,0.1,2,Normal
O0547,S4,M7,863,863,863,0,2024-09-03,2024-09-08,2024-09-08,0,0,0,0,0,0,105.44,150.0,0.0,91147.7,0.25,9,Normal
O0548,S4,M3,515,515,515,0,2025-08-17,2025-08-20,2025-08-20,0,0,0,0,0,0,105.25,150.0,0.0,54353.73,0.35,8,Normal
O0549,S3,M7,809,809,809,0,2024-05-28,2024-06-06,2024-06-06,0,0,0,0,0,0,75.02,2160.0,0.0,62853.95,0.1,5,Normal
O0550,S6,M3,484,484,484,0,2024-01-31,2024-02-05,2024-02-05,0,0,0,0,0,0,90.83,420.0,0.0,44382.18,0.1,1,Normal
O0551,S5,M3,273,273,273,0,2024-07-11,2024-07-17,2024-07-27,10,1,0,0,1,1,91.01,1320.0,50.0,26216.07,0.4,7,Normal
O0552,S10,M4,1044,1044,1044,0,2024-08-24,2024-08-31,2024-09-08,8,1,0,0,1,0,92.71,1610.0,38.4,98437.12,0.35,8,Normal
O0553,S6,M3,379,379,379,0,2025-01-31,2025-02-03,2025-02-03,0,0,0,0,0,0,92.13,420.0,0.0,35335.59,0.1,1,Normal
O0554,S5,M7,956,832,832,0,2024-08-15,2024-08-21,2024-08-21,0,0,1,0,0,0,93.3,1320.0,0.0,78949.06,0.35,8,Normal
O0555,S8,M6,1186,1186,1186,0,2025-04-13,2025-04-22,2025-04-22,0,0,0,0,0,0,96.83,1890.0,0.0,116727.61,0.05,4,Normal
O0556,S6,M7,1158,1158,1158,0,2025-09-18,2025-09-20,2025-09-20,0,0,0,0,0,0,83.97,420.0,0.0,97661.04,0.25,9,Normal
O0557,S4,M7,592,592,592,0,2024-02-10,2024-02-12,2024-02-12,0,0,0,0,0,0,107.87,150.0,0.0,64011.18,0.1,2,Normal
O0558,S5,M8,581,581,581,0,2024-06-19,2024-06-24,2024-06-24,0,0,0,0,0,0,91.31,1320.0,0.0,54373.96,0.35,6,Normal
O0559,S2,M2,767,767,677,90,2024-07-03,2024-07-07,2024-07-07,0,0,0,1,0,0,88.37,500.0,0.0,60327.34,0.4,7,Normal
O0560,S4,M8,427,427,427,0,2024-04-02,2024-04-05,2024-04-05,0,0,0,0,0,0,104.47,150.0,0.0,44758.13,0.05,4,Normal
O0561,S6,M2,760,760,760,0,2025-06-20,2025-06-23,2025-06-23,0,0,0,0,0,0,91.63,420.0,0.0,70057.15,0.35,6,Normal
O0562,S10,M3,646,402,402,0,2024-06-15,2024-06-21,2024-06-21,0,0,1,0,0,0,97.29,1610.0,0.0,40719.37,0.35,6,Normal
O0563,S5,M3,597,417,417,0,2024-04-30,2024-05-06,2024-05-11,5,1,1,0,0,0,92.77,1320.0,25.0,40028.88,0.05,4,Normal
O0564,S10,M8,473,473,473,0,2024-08-31,2024-09-08,2024-09-08,0,0,0,0,0,0,88.41,1610.0,0.0,43428.46,0.35,8,Normal
O0565,S9,M5,1297,829,829,0,2025-09-26,2025-10-04,2025-10-07,3,1,1,0,0,0,78.17,2090.0,16.5,66906.07,0.25,9,Normal
O0566,S10,M5,1917,1917,1917,0,2024-12-05,2024-12-10,2024-12-13,3,1,0,0,0,0,94.5,1610.0,14.4,182774.38,0.1,12,Peak
O0567,S10,M3,534,534,534,0,2025-04-11,2025-04-18,2025-04-18,0,0,0,0,0,0,91.78,1610.0,0.0,50619.29,0.05,4,Normal
O0568,S7,M2,725,611,611,0,2025-03-13,2025-03-24,2025-03-27,3,1,1,0,0,0,71.38,2700.0,10.5,46323.1,0.05,3,Normal
O0569,S4,M4,513,513,513,0,2025-09-18,2025-09-20,2025-09-20,0,0,0,0,0,0,110.11,150.0,0.0,56634.34,0.25,9,Normal
O0570,S5,M7,1084,1084,1084,0,2025-09-15,2025-09-22,2025-09-22,0,0,0,0,0,0,86.67,1320.0,0.0,95267.48,0.25,9,Normal
O0571,S10,M8,774,774,774,0,2025-06-16,2025-06-24,2025-06-24,0,0,0,0,0,0,94.94,1610.0,0.0,75093.45,0.35,6,Normal
O0572,S4,M1,261,261,261,0,2024-05-01,2024-05-03,2024-05-03,0,0,0,0,0,1,104.1,150.0,0.0,27321.05,0.1,5,Normal
O0573,S1,M6,1288,1288,1288,0,2024-12-24,2024-12-29,2025-01-02,4,1,0,0,0,0,90.89,800.0,20.0,117892.04,0.1,12,Peak
O0574,S5,M6,469,469,469,0,2024-01-07,2024-01-14,2024-01-14,0,0,0,0,0,0,85.76,1320.0,0.0,41542.4,0.1,1,Normal
O0575,S3,M4,1440,1440,1440,0,2024-12-04,2024-12-15,2024-12-15,0,0,0,0,0,0,77.86,2160.0,0.0,114272.16,0.1,12,Peak
O0576,S8,M6,1097,1097,1097,0,2025-04-18,2025-04-27,2025-04-27,0,0,0,0,0,0,98.64,1890.0,0.0,110094.17,0.05,4,Normal
O0577,S6,M1,592,592,592,0,2024-08-01,2024-08-05,2024-08-05,0,0,0,0,0,0,92.13,420.0,0.0,54962.5,0.35,8,Normal
O0578,S5,M1,1001,1001,1001,0,2024-12-13,2024-12-19,2024-12-19,0,0,0,0,0,0,93.28,1320.0,0.0,94694.62,0.1,12,Peak
O0579,S5,M6,645,645,645,0,2025-12-27,2026-01-04,2026-01-08,4,1,0,0,0,0,88.22,1320.0,20.0,58244.26,0.1,12,Peak
O0580,S9,M5,642,642,642,0,2024-06-28,2024-07-05,2024-07-05,0,0,0,0,0,0,78.1,2090.0,0.0,52233.07,0.35,6,Normal
O0581,S8,M3,378,378,378,0,2024-07-13,2024-07-22,2024-07-22,0,0,0,0,0,0,94.5,1890.0,0.0,37612.62,0.4,7,Normal
O0582,S2,M3,551,551,551,0,2024-07-29,2024-08-04,2024-08-04,0,0,0,0,0,0,83.39,500.0,0.0,46449.73,0.4,7,Normal
O0583,S1,M2,783,783,783,0,2024-12-07,2024-12-11,2024-12-11,0,0,0,0,0,0,90.46,800.0,0.0,71632.97,0.1,12,Peak
O0584,S5,M4,784,784,784,0,2024-11-24,2024-12-01,2024-12-01,0,0,0,0,0,0,86.56,1320.0,0.0,69182.14,0.1,11,Peak
O0585,S3,M3,359,359,359,0,2024-10-07,2024-10-15,2024-10-21,6,1,0,0,1,0,81.46,2160.0,36.0,31439.27,0.15,10,Peak
O0586,S5,M4,479,245,245,0,2024-06-24,2024-07-01,2024-07-01,0,0,1,0,0,0,85.95,1320.0,0.0,22378.76,0.35,6,Normal
O0587,S7,M1,416,416,416,0,2024-03-29,2024-04-10,2024-04-10,0,0,0,0,0,0,73.37,2700.0,0.0,33221.46,0.05,3,Normal
O0588,S8,M6,1048,1048,1048,0,2024-11-15,2024-11-22,2024-11-22,0,0,0,0,0,0,102.64,1890.0,0.0,109458.9,0.1,11,Peak
O0589,S8,M3,561,561,561,0,2024-04-05,2024-04-14,2024-04-19,5,1,0,0,0,0,97.66,1890.0,32.5,56710.26,0.05,4,Normal
O0590,S4,M4,1088,1088,1088,0,2024-05-27,2024-05-31,2024-05-31,0,0,0,0,0,0,106.73,150.0,0.0,116277.02,0.1,5,Normal
O0591,S6,M8,318,318,318,0,2025-05-14,2025-05-19,2025-05-27,8,1,0,0,1,0,90.36,420.0,36.0,29189.81,0.1,5,Normal
O0592,S10,M3,284,284,284,0,2025-06-04,2025-06-09,2025-06-09,0,0,0,0,0,1,93.3,1610.0,0.0,28108.49,0.35,6,Normal
O0593,S7,M7,902,902,902,0,2024-09-01,2024-09-13,2024-09-13,0,0,0,0,0,0,74.26,2700.0,0.0,69682.69,0.25,9,Normal
O0594,S10,M7,672,672,672,0,2025-03-21,2025-03-28,2025-03-28,0,0,0,0,0,0,89.07,1610.0,0.0,61468.01,0.05,3,Normal
O0595,S10,M8,622,622,622,0,2024-04-27,2024-05-05,2024-05-05,0,0,0,0,0,0,91.21,1610.0,0.0,58345.56,0.05,4,Normal
O0596,S7,M2,420,347,347,0,2025-09-04,2025-09-18,2025-09-19,1,1,1,0,0,0,74.9,2700.0,3.5,28694.99,0.25,9,Normal
O0597,S1,M3,409,409,409,0,2025-11-07,2025-11-13,2025-11-13,0,0,0,0,0,0,96.72,800.0,0.0,40360.28,0.1,11,Peak
O0598,S6,M5,1423,1423,1423,0,2025-08-06,2025-08-10,2025-08-10,0,0,0,0,0,0,91.65,420.0,0.0,130842.27,0.35,8,Normal
O0599,S2,M1,854,854,696,158,2025-09-18,2025-09-24,2025-09-24,0,0,0,1,0,0,88.98,500.0,0.0,62428.09,0.25,9,Normal
O0600,S1,M6,1163,1163,1163,0,2024-04-22,2024-04-26,2024-04-26,0,0,0,0,0,0,93.27,800.0,0.0,109275.58,0.05,4,Normal
O0601,S7,M7,556,556,556,0,2025-01-25,2025-02-06,2025-02-06,0,0,0,0,0,0,71.17,2700.0,0.0,42270.01,0.1,1,Normal
O0602,S6,M7,579,579,579,0,2024-06-06,2024-06-09,2024-06-11,2,1,0,0,0,0,91.39,420.0,9.0,53342.08,0.35,6,Normal
O0603,S7,M3,258,258,258,0,2024-03-27,2024-04-10,2024-04-10,0,0,0,0,0,1,75.1,2700.0,0.0,22075.35,0.05,3,Normal
O0604,S10,M3,431,431,431,0,2025-04-10,2025-04-18,2025-04-18,0,0,0,0,0,0,88.42,1610.0,0.0,39718.63,0.05,4,Normal
O0605,S8,M4,1081,1081,1081,0,2025-12-30,2026-01-08,2026-01-08,0,0,0,0,0,0,93.47,1890.0,0.0,102932.23,0.1,12,Peak
O0606,S8,M6,923,923,923,0,2024-04-25,2024-05-01,2024-05-01,0,0,0,0,0,0,102.74,1890.0,0.0,96718.97,0.05,4,Normal
O0607,S5,M8,364,364,364,0,2025-06-13,2025-06-18,2025-06-20,2,1,0,0,0,0,90.72,1320.0,10.0,34350.86,0.35,6,Normal
O0608,S10,M1,698,698,698,0,2024-12-17,2024-12-22,2024-12-22,0,0,0,0,0,0,95.17,1610.0,0.0,68041.78,0.1,12,Peak
O0609,S7,M6,923,923,923,0,2024-10-28,2024-11-08,2024-11-08,0,0,0,0,0,0,74.05,2700.0,0.0,71050.14,0.15,10,Peak
O0610,S5,M1,632,632,632,0,2025-10-06,2025-10-12,2025-10-12,0,0,0,0,0,0,92.14,1320.0,0.0,59550.22,0.15,10,Peak
O0611,S1,M5,582,582,582,0,2025-05-11,2025-05-15,2025-05-15,0,0,0,0,0,0,92.92,800.0,0.0,54878.99,0.1,5,Normal
O0612,S5,M1,524,524,524,0,2024-04-24,2024-04-30,2024-04-30,0,0,0,0,0,0,92.54,1320.0,0.0,49812.4,0.05,4,Normal
O0613,S4,M8,779,779,779,0,2024-07-04,2024-07-06,2024-07-06,0,0,0,0,0,0,109.56,150.0,0.0,85494.43,0.4,7,Normal
O0614,S3,M8,609,609,609,0,2025-02-26,2025-03-07,2025-03-07,0,0,0,0,0,0,78.61,2160.0,0.0,50031.36,0.1,2,Normal
O0615,S6,M1,496,496,496,0,2025-10-19,2025-10-21,2025-10-29,8,1,0,0,1,0,90.17,420.0,36.0,45178.4,0.15,10,Peak
O0616,S9,M4,804,804,804,0,2025-01-23,2025-02-02,2025-02-02,0,0,0,0,0,0,78.0,2090.0,0.0,64799.81,0.1,1,Normal
O0617,S8,M7,799,799,799,0,2025-11-25,2025-12-01,2025-12-10,9,1,0,0,1,0,97.33,1890.0,58.5,79716.37,0.1,11,Peak
O0618,S5,M6,897,897,897,0,2024-10-03,2024-10-08,2024-10-18,10,1,0,0,1,0,92.24,1320.0,50.0,84110.91,0.15,10,Peak
O0619,S10,M4,703,353,353,0,2025-06-16,2025-06-22,2025-06-22,0,0,1,0,0,0,92.17,1610.0,0.0,34147.64,0.35,6,Normal
O0620,S9,M2,766,766,657,109,2025-12-02,2025-12-10,2025-12-10,0,0,0,1,0,0,78.37,2090.0,0.0,53576.75,0.1,12,Peak
O0621,S10,M4,1047,1047,1047,0,2025-09-05,2025-09-10,2025-09-20,10,1,0,0,1,0,96.72,1610.0,48.0,102922.84,0.25,9,Normal
O0622,S10,M3,511,511,511,0,2024-04-23,2024-04-30,2024-04-30,0,0,0,0,0,0,92.57,1610.0,0.0,48911.75,0.05,4,Normal
O0623,S5,M7,1326,1326,1183,143,2025-12-09,2025-12-16,2025-12-18,2,1,0,1,0,0,94.46,1320.0,10.0,113080.47,0.1,12,Peak
O0624,S5,M5,940,940,940,0,2024-07-01,2024-07-09,2024-07-09,0,0,0,0,0,0,91.31,1320.0,0.0,87150.79,0.4,7,Normal
O0625,S2,M3,570,385,385,0,2025-07-07,2025-07-11,2025-07-11,0,0,1,0,0,0,81.05,500.0,0.0,31702.83,0.4,7,Normal
O0626,S2,M5,492,492,492,0,2025-04-01,2025-04-07,2025-04-08,1,1,0,0,0,0,83.01,500.0,4.0,41347.24,0.05,4,Normal
O0627,S6,M7,387,387,387,0,2025-08-11,2025-08-16,2025-08-16,0,0,0,0,0,0,90.75,420.0,0.0,35539.49,0.35,8,Normal
O0628,S2,M4,601,601,601,0,2024-01-04,2024-01-10,2024-01-19,9,1,0,0,1,0,86.55,500.0,36.0,52549.91,0.1,1,Normal
O0629,S7,M1,973,665,665,0,2025-10-09,2025-10-20,2025-10-26,6,1,1,0,1,0,73.06,2700.0,21.0,51308.63,0.15,10,Peak
O0630,S3,M1,493,493,493,0,2025-01-28,2025-02-07,2025-02-07,0,0,0,0,0,0,76.9,2160.0,0.0,40072.8,0.1,1,Normal
O0631,S2,M8,383,383,383,0,2024-07-13,2024-07-17,2024-07-27,10,1,0,0,1,0,87.49,500.0,40.0,34048.01,0.4,7,Normal
O0632,S5,M8,922,586,586,0,2025-06-30,2025-07-08,2025-07-08,0,0,1,0,0,0,91.99,1320.0,0.0,55225.62,0.35,6,Normal
O0633,S7,M2,862,862,862,0,2024-08-04,2024-08-18,2024-08-18,0,0,0,0,0,0,73.74,2700.0,0.0,66260.06,0.35,8,Normal
O0634,S4,M2,593,593,593,0,2024-02-07,2024-02-12,2024-02-12,0,0,0,0,0,0,100.23,150.0,0.0,59586.93,0.1,2,Normal
O0635,S3,M1,594,594,594,0,2024-06-25,2024-07-05,2024-07-05,0,0,0,0,0,0,80.62,2160.0,0.0,50045.75,0.35,6,Normal
O0636,S2,M2,568,568,568,0,2024-04-26,2024-04-30,2024-05-04,4,1,0,0,0,0,89.1,500.0,16.0,51124.03,0.05,4,Normal
O0637,S7,M6,1328,1328,1328,0,2024-05-03,2024-05-15,2024-05-19,4,1,0,0,0,0,70.82,2700.0,14.0,96757.15,0.1,5,Normal
O0638,S2,M5,1257,1257,1257,0,2024-05-24,2024-05-28,2024-05-28,0,0,0,0,0,0,88.62,500.0,0.0,111893.13,0.1,5,Normal
O0639,S1,M3,551,382,353,29,2024-04-12,2024-04-19,2024-04-19,0,0,1,1,0,0,91.1,800.0,0.0,32957.19,0.05,4,Normal
O0640,S10,M5,1074,1074,1074,0,2025-03-02,2025-03-10,2025-03-10,0,0,0,0,0,0,93.21,1610.0,0.0,101722.6,0.05,3,Normal
O0641,S7,M4,932,932,932,0,2024-06-27,2024-07-08,2024-07-08,0,0,0,0,0,0,69.03,2700.0,0.0,67039.46,0.35,6,Normal
O0642,S5,M6,408,408,408,0,2025-03-04,2025-03-10,2025-03-19,9,1,0,0,1,0,93.26,1320.0,45.0,39416.95,0.05,3,Normal
O0643,S9,M4,965,965,965,0,2025-04-20,2025-04-28,2025-04-28,0,0,0,0,0,0,83.52,2090.0,0.0,82685.83,0.05,4,Normal
O0644,S8,M8,415,415,415,0,2024-06-29,2024-07-05,2024-07-11,6,1,0,0,1,0,96.38,1890.0,39.0,41925.08,0.35,6,Normal
O0645,S8,M1,589,415,415,0,2024-04-16,2024-04-23,2024-04-23,0,0,1,0,0,0,95.41,1890.0,0.0,41483.46,0.05,4,Normal
O0646,S8,M6,565,565,565,0,2025-03-05,2025-03-13,2025-03-13,0,0,0,0,0,0,95.42,1890.0,0.0,55804.42,0.05,3,Normal
O0647,S7,M4,946,946,946,0,2025-01-19,2025-01-30,2025-01-30,0,0,0,0,0,0,69.44,2700.0,0.0,68393.62,0.1,1,Normal
O0648,S10,M8,532,532,532,0,2024-07-01,2024-07-07,2024-07-07,0,0,0,0,0,0,90.86,1610.0,0.0,49946.54,0.4,7,Normal
O0649,S6,M3,429,429,429,0,2024-02-02,2024-02-04,2024-02-04,0,0,0,0,0,0,87.28,420.0,0.0,37863.28,0.1,2,Normal
O0650,S6,M4,1147,1147,1147,0,2024-10-29,2024-11-01,2024-11-01,0,0,0,0,0,0,87.22,420.0,0.0,100464.7,0.15,10,Peak
O0651,S9,M8,720,720,720,0,2024-08-09,2024-08-19,2024-08-19,0,0,0,0,0,0,79.92,2090.0,0.0,59634.25,0.35,8,Normal
O0652,S6,M7,556,556,556,0,2025-08-16,2025-08-19,2025-08-19,0,0,0,0,0,0,83.99,420.0,0.0,47117.98,0.35,8,Normal
O0653,S8,M1,464,464,464,0,2025-03-11,2025-03-20,2025-03-20,0,0,0,0,0,0,97.95,1890.0,0.0,47340.56,0.05,3,Normal
O0654,S2,M1,831,831,831,0,2025-12-10,2025-12-14,2025-12-19,5,1,0,0,0,0,80.89,500.0,20.0,67735.77,0.1,12,Peak
O0655,S5,M3,582,582,582,0,2025-12-21,2025-12-26,2025-12-26,0,0,0,0,0,0,91.83,1320.0,0.0,54764.02,0.1,12,Peak
O0656,S3,M6,1128,1128,1128,0,2025-10-03,2025-10-11,2025-10-11,0,0,0,0,0,0,76.7,2160.0,0.0,88673.84,0.15,10,Peak
O0657,S1,M5,1127,1127,1127,0,2025-03-12,2025-03-17,2025-03-17,0,0,0,0,0,0,97.24,800.0,0.0,110389.17,0.05,3,Normal
O0658,S1,M6,439,439,439,0,2024-02-22,2024-02-28,2024-02-28,0,0,0,0,0,0,96.41,800.0,0.0,43122.95,0.1,2,Normal
O0659,S2,M4,1185,1185,1185,0,2024-05-21,2024-05-25,2024-05-25,0,0,0,0,0,0,87.14,500.0,0.0,103766.06,0.1,5,Normal
O0660,S4,M4,955,955,955,0,2024-11-24,2024-11-28,2024-11-28,0,0,0,0,0,0,103.66,150.0,0.0,99149.64,0.1,11,Peak
O0661,S8,M8,616,616,616,0,2025-05-28,2025-06-03,2025-06-03,0,0,0,0,0,0,101.91,1890.0,0.0,64669.41,0.1,5,Normal
O0662,S8,M6,1821,1821,1821,0,2025-11-20,2025-11-26,2025-11-26,0,0,0,0,0,0,96.93,1890.0,0.0,178397.14,0.1,11,Peak
O0663,S3,M5,548,548,548,0,2024-03-19,2024-03-29,2024-04-01,3,1,0,0,0,0,78.16,2160.0,18.0,45010.43,0.05,3,Normal
O0664,S1,M5,1322,1322,1322,0,2025-03-02,2025-03-07,2025-03-07,0,0,0,0,0,0,90.45,800.0,0.0,120380.3,0.05,3,Normal
O0665,S4,M2,699,699,699,0,2024-01-23,2024-01-26,2024-01-26,0,0,0,0,0,0,105.83,150.0,0.0,74122.65,0.1,1,Normal
O0666,S6,M8,769,769,769,0,2025-08-30,2025-09-04,2025-09-04,0,0,0,0,0,0,86.3,420.0,0.0,66782.51,0.35,8,Normal
O0667,S5,M4,697,446,446,0,2025-05-10,2025-05-17,2025-05-17,0,0,1,0,0,0,87.0,1320.0,0.0,40120.78,0.1,5,Normal
O0668,S3,M5,1473,923,923,0,2024-07-05,2024-07-14,2024-07-16,2,1,1,0,0,0,76.13,2160.0,12.0,72441.08,0.4,7,Normal
O0669,S3,M4,965,965,965,0,2025-07-29,2025-08-08,2025-08-08,0,0,0,0,0,0,81.71,2160.0,0.0,81008.83,0.4,7,Normal
O0670,S9,M5,1420,1420,1420,0,2024-05-04,2024-05-14,2024-05-14,0,0,0,0,0,0,85.51,2090.0,0.0,123511.43,0.1,5,Normal
O0671,S3,M1,737,737,737,0,2025-07-13,2025-07-23,2025-07-23,0,0,0,0,0,0,81.66,2160.0,0.0,62345.57,0.4,7,Normal
O0672,S10,M3,608,608,608,0,2025-08-01,2025-08-09,2025-08-09,0,0,0,0,0,0,88.72,1610.0,0.0,55553.43,0.35,8,Normal
O0673,S9,M2,440,440,440,0,2024-11-11,2024-11-19,2024-11-19,0,0,0,0,0,0,83.16,2090.0,0.0,38679.86,0.1,11,Peak
O0674,S10,M4,723,723,723,0,2024-10-11,2024-10-16,2024-10-16,0,0,0,0,0,0,89.16,1610.0,0.0,66074.56,0.15,10,Peak
O0675,S9,M7,693,693,693,0,2024-07-18,2024-07-25,2024-07-25,0,0,0,0,0,0,84.9,2090.0,0.0,60926.53,0.4,7,Normal
O0676,S6,M7,304,304,304,0,2025-01-16,2025-01-20,2025-01-20,0,0,0,0,0,0,84.37,420.0,0.0,26068.74,0.1,1,Normal
O0677,S8,M7,496,496,496,0,2025-03-29,2025-04-07,2025-04-07,0,0,0,0,0,0,98.96,1890.0,0.0,50974.05,0.05,3,Normal
O0678,S3,M4,1091,1091,1091,0,2024-11-06,2024-11-16,2024-11-26,10,1,0,0,1,0,77.29,2160.0,60.0,86547.53,0.1,11,Peak
O0679,S5,M7,776,776,776,0,2024-06-28,2024-07-04,2024-07-11,7,1,0,0,1,0,92.91,1320.0,35.0,73449.43,0.35,6,Normal
O0680,S5,M5,1059,1059,1059,0,2025-05-20,2025-05-28,2025-05-29,1,1,0,0,0,0,91.26,1320.0,5.0,97974.63,0.1,5,Normal
O0681,S8,M2,909,909,909,0,2025-10-31,2025-11-08,2025-11-08,0,0,0,0,0,0,95.5,1890.0,0.0,88698.18,0.15,10,Peak
O0682,S2,M5,1494,1494,1494,0,2025-05-19,2025-05-22,2025-05-22,0,0,0,0,0,0,84.46,500.0,0.0,126678.13,0.1,5,Normal
O0683,S5,M8,1067,1067,1067,0,2025-12-11,2025-12-18,2025-12-18,0,0,0,0,0,0,86.97,1320.0,0.0,94112.32,0.1,12,Peak
O0684,S1,M3,605,605,605,0,2024-11-23,2024-11-28,2024-11-28,0,0,0,0,0,0,96.29,800.0,0.0,59058.08,0.1,11,Peak
O0685,S6,M1,514,514,514,0,2024-10-23,2024-10-25,2024-10-25,0,0,0,0,0,0,84.43,420.0,0.0,43817.88,0.15,10,Peak
O0686,S3,M6,1671,1671,1671,0,2024-11-19,2024-11-29,2024-11-29,0,0,0,0,0,0,78.27,2160.0,0.0,132946.63,0.1,11,Peak
O0687,S6,M3,243,243,243,0,2024-01-14,2024-01-18,2024-01-18,0,0,0,0,0,1,91.61,420.0,0.0,22682.43,0.1,1,Normal
O0688,S2,M4,842,842,842,0,2024-06-07,2024-06-11,2024-06-11,0,0,0,0,0,0,88.85,500.0,0.0,75308.51,0.35,6,Normal
O0689,S9,M2,518,518,518,0,2025-03-03,2025-03-10,2025-03-13,3,1,0,0,0,0,80.45,2090.0,16.5,43782.14,0.05,3,Normal
O0690,S6,M3,562,562,562,0,2025-03-28,2025-04-01,2025-04-01,0,0,0,0,0,0,84.64,420.0,0.0,47989.73,0.05,3,Normal
O0691,S3,M3,441,441,441,0,2025-12-05,2025-12-14,2025-12-16,2,1,0,0,0,0,74.97,2160.0,12.0,35234.4,0.1,12,Peak
O0692,S1,M8,292,292,292,0,2025-03-17,2025-03-21,2025-03-30,9,1,0,0,1,1,98.88,800.0,45.0,29718.26,0.05,3,Normal
O0693,S1,M2,980,980,980,0,2024-11-04,2024-11-08,2024-11-08,0,0,0,0,0,0,98.81,800.0,0.0,97634.94,0.1,11,Peak
O0694,S3,M6,451,451,451,0,2024-01-30,2024-02-09,2024-02-09,0,0,0,0,0,0,78.0,2160.0,0.0,37340.23,0.1,1,Normal
O0695,S10,M4,898,898,898,0,2025-06-01,2025-06-06,2025-06-06,0,0,0,0,0,0,95.01,1610.0,0.0,86926.33,0.35,6,Normal
O0696,S5,M3,226,226,226,0,2025-07-04,2025-07-09,2025-07-09,0,0,0,0,0,1,89.77,1320.0,0.0,21608.57,0.4,7,Normal
O0697,S10,M3,475,475,475,0,2025-03-26,2025-03-31,2025-03-31,0,0,0,0,0,0,90.34,1610.0,0.0,44522.81,0.05,3,Normal
